Time_(sec),Volume_(cm3),Volumetric heat production rate_(erg/cm3-sec),Surface temperature_(K),Temperature_(K),Mass_(g),Pressure_(atm),Mole fraction O2,Mole fraction CH4,Mole fraction O3,Molecular weight_(g/mole),Mass density_(g/cm3),Unburned hydrocarbons_(ppm),Volatile organic compounds_(ppm)
       0.0000000000000000,        1.000000000000000,      -0.1451409000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
   1.787074000000000E-006,        1.000000000000000,     -0.09926872000000001,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
   1.623019000000000E-005,        1.000000000000000,      0.01130622000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
   4.689849000000000E-005,        1.000000000000000,      0.01989862000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
    0.0001000000000000000,        1.000000000000000,      0.01997200000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
    0.0002000000000000000,        1.000000000000000,      0.02002792000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
    0.0003000000000000000,        1.000000000000000,      0.02008105000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
    0.0004000000000000000,        1.000000000000000,      0.02013403000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
    0.0005000000000000000,        1.000000000000000,      0.02018701000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
    0.0006000000000000000,        1.000000000000000,      0.02023998000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
    0.0007000000000000000,        1.000000000000000,      0.02029295000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
    0.0008000000000000000,        1.000000000000000,      0.02034592000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
    0.0009000000000000000,        1.000000000000000,      0.02039889000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
     0.001000000000000000,        1.000000000000000,      0.02045186000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
     0.001100000000000000,        1.000000000000000,      0.02050483000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
     0.001200000000000000,        1.000000000000000,      0.02055781000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
     0.001300000000000000,        1.000000000000000,      0.02061078000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
     0.001400000000000000,        1.000000000000000,      0.02066375000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
     0.001500000000000000,        1.000000000000000,      0.02071672000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
     0.001600000000000000,        1.000000000000000,      0.02076969000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
     0.001700000000000000,        1.000000000000000,      0.02082266000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
     0.001800000000000000,        1.000000000000000,      0.02087564000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
     0.001900000000000000,        1.000000000000000,      0.02092861000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
     0.002000000000000000,        1.000000000000000,      0.02098158000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
     0.002100000000000000,        1.000000000000000,      0.02103455000000000,        300.0000000000000,        300.0000000000000,     0.001108547000000000,       0.9999997000000001,       0.6133924000000000,       0.3409439000000000,      0.04566366000000000,        27.28937000000000,     0.001108547000000000,        340943.9000000000,        340943.9000000000
